,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Asxl2,6.19E-10,-0.419582623,0.029,0.75,1.92E-05
Epn2,6.51E-10,-0.546227856,0.176,0.917,2.02E-05
Bod1l,6.59E-10,-0.662797177,0.206,0.958,2.05E-05
Dcaf1,6.84E-10,-0.375527718,0.059,0.806,2.12E-05
Tanc2,7.32E-10,-0.513481431,0.088,0.792,2.27E-05
Chd4,7.59E-10,-0.633665208,0.441,1,2.36E-05
Zdhhc20,7.64E-10,-0.352056995,0.059,0.819,2.37E-05
Neb,7.96E-10,-0.837875197,0.147,0.917,2.47E-05
Ncapd3,8.71E-10,-0.293550086,0,0.681,2.70E-05
Map1b,8.74E-10,-0.509174141,0.088,0.792,2.71E-05
Rbm26,9.77E-10,-0.534603576,0.294,0.972,3.03E-05
Satb1,1.00E-09,-0.455666663,0.088,0.875,3.11E-05
Agap1,1.03E-09,-0.54411935,0.147,0.931,3.19E-05
Zbtb18,1.03E-09,-0.455951386,0.088,0.861,3.19E-05
AC160336.1,1.08E-09,-0.665669415,0.088,0.819,3.36E-05
Strn3,1.08E-09,-0.426286817,0.088,0.819,3.36E-05
B230219D22Rik,1.31E-09,-0.404494706,0.118,0.917,4.07E-05
Usp7,1.32E-09,-0.721670897,0.294,0.972,4.09E-05
Vps8,1.41E-09,-0.379374505,0.088,0.819,4.36E-05
Phf3,1.42E-09,-0.455600184,0.118,0.889,4.41E-05
Sap30l,1.46E-09,-0.317048111,0.118,0.847,4.52E-05
Nos1,1.50E-09,-0.517924352,0.059,0.778,4.67E-05
Slc4a7,1.58E-09,-0.38299648,0,0.667,4.90E-05
Dph6,1.58E-09,-0.356145096,0,0.667,4.90E-05
Sos1,1.58E-09,-0.316155865,0,0.667,4.90E-05
Agk,1.58E-09,-0.308293856,0,0.667,4.90E-05
Tada1,1.58E-09,-0.287472312,0,0.667,4.90E-05
Arhgef26,1.69E-09,-0.378294993,0.059,0.792,5.25E-05
Arhgef12,1.87E-09,-0.457198403,0.059,0.778,5.82E-05
Enah,1.94E-09,-0.588242736,0.235,0.986,6.03E-05
Git2,1.97E-09,-0.439506923,0.118,0.847,6.11E-05
Srek1,1.99E-09,-0.549454595,0.176,0.917,6.18E-05
Msh3,2.13E-09,-0.357693097,0.118,0.861,6.63E-05
Ttn,2.20E-09,-1.085868312,0.088,0.792,6.82E-05
Ash1l,2.26E-09,-0.466240299,0.088,0.819,7.03E-05
Baz2a,2.33E-09,-0.443672259,0.147,0.903,7.24E-05
Atxn2,2.44E-09,-0.385417428,0.029,0.708,7.59E-05
Incenp,2.49E-09,-0.582277,0.206,0.917,7.73E-05
Macf1,2.52E-09,-0.480574683,0.294,1,7.81E-05
Abi3bp,2.62E-09,-0.677809139,0.118,0.875,8.12E-05
Atp2a2,2.66E-09,-0.414044824,0.118,0.833,8.26E-05
Slc12a2,2.77E-09,-0.449285814,0.118,0.847,8.60E-05
Zbtb20,2.83E-09,-0.337219476,0,0.653,8.80E-05
Rsbn1,2.83E-09,-0.293058087,0,0.653,8.80E-05
Fnbp1l,3.04E-09,-0.604255449,0.176,0.917,9.43E-05
Ncoa6,3.24E-09,-0.373484511,0.088,0.778,0.000100673
Zfp36l2,3.73E-09,-0.490660421,0.206,0.986,0.000115827
Reln,4.19E-09,-0.398510338,0.088,0.792,0.000130081
Brca2,4.80E-09,-0.518096054,0.118,0.847,0.000149041
Kmt2c,5.00E-09,-0.748251847,0.441,0.986,0.000155136
Ryk,5.03E-09,-0.29485037,0,0.639,0.000156273
Yes1,5.42E-09,-0.288402083,0.059,0.736,0.000168271
Gatad2b,5.90E-09,-0.514669457,0.176,0.917,0.000183257
Bmpr1a,6.09E-09,-0.380623795,0.147,0.875,0.000189177
Cspp1,6.62E-09,-0.369966878,0.147,0.903,0.00020567
Gcn1l1,6.68E-09,-0.360867292,0.088,0.792,0.000207335
Zfp704,6.69E-09,-0.411565692,0.118,0.806,0.000207753
9930021J03Rik,6.96E-09,-0.398072923,0.176,0.917,0.000215989
Cdk13,7.01E-09,-0.396163415,0.118,0.833,0.000217749
Uhrf1,7.49E-09,-0.482247105,0.147,0.875,0.000232574
Ccnk,7.53E-09,-0.327265401,0.059,0.764,0.000233901
Suz12,7.53E-09,-0.3001904,0.118,0.861,0.000233958
Golgb1,7.62E-09,-0.566540331,0.176,0.931,0.000236594
Mta1,7.65E-09,-0.331407299,0.176,0.889,0.000237487
Tet3,8.02E-09,-0.445762712,0.147,0.847,0.000248915
Mafg,8.52E-09,-0.342160884,0.088,0.806,0.000264582
Cbl,8.72E-09,-0.270379172,0.029,0.694,0.000270874
Phlpp2,8.85E-09,-0.340283716,0,0.625,0.000274839
Brf1,8.85E-09,-0.308047242,0,0.625,0.000274839
D11Wsu47e,8.85E-09,-0.291825984,0,0.625,0.000274839
Ppm1a,9.21E-09,-0.339472817,0.147,0.889,0.00028603
Mycbp2,9.37E-09,-0.686130255,0.412,0.972,0.000291099
Sp3,9.44E-09,-0.366014357,0.059,0.722,0.000293116
Vezf1,9.44E-09,-0.330424124,0.059,0.722,0.000293116
Blm,9.91E-09,-0.328658852,0.029,0.681,0.000307608
Espl1,9.98E-09,-0.378940587,0.147,0.875,0.00030994
Brwd1,1.02E-08,-0.302553227,0.118,0.889,0.000316335
Mphosph10,1.02E-08,-0.581234458,0.235,0.958,0.000316483
Zfp777,1.07E-08,-0.26208119,0.059,0.75,0.000331187
Prpf8,1.08E-08,-0.339851655,0.176,0.903,0.000334173
Smg7,1.11E-08,-0.33176453,0.118,0.819,0.000343415
D10Wsu102e,1.11E-08,-0.808121408,0.706,0.986,0.000345903
Neo1,1.12E-08,-0.311321141,0.059,0.722,0.000347377
Rasal2,1.15E-08,-0.313602464,0.118,0.819,0.000357848
Caprin1,1.17E-08,-0.295387593,0.147,0.903,0.00036439
N4bp1,1.20E-08,-0.303124588,0.088,0.792,0.000372097
Cdk12,1.21E-08,-0.720409543,0.441,0.986,0.000376645
Ipo5,1.21E-08,-0.546458161,0.353,0.986,0.000376976
Prpf38b,1.25E-08,-0.555801885,0.265,0.931,0.000387939
Isoc1,1.27E-08,-0.307833441,0.059,0.722,0.000394359
Smndc1,1.27E-08,-0.540423471,0.265,0.931,0.000395831
Stim1,1.34E-08,-0.346987409,0.029,0.681,0.000415781
Sccpdh,1.36E-08,-0.256848077,0.088,0.792,0.000421252
Atf2,1.36E-08,-0.304664807,0.088,0.764,0.000423237
Cenpv,1.37E-08,-0.572309936,0.353,0.944,0.000426246
Tmem108,1.40E-08,-0.593286364,0.118,0.792,0.000434984
Mga,1.46E-08,-0.558761986,0.206,0.917,0.000452022
Dennd1a,1.57E-08,-0.260215127,0.059,0.722,0.000486709
Hnrnpd,1.60E-08,-0.575227499,0.206,0.903,0.000495649
Clspn,1.61E-08,-0.405545467,0.059,0.694,0.000500915
Jarid2,1.63E-08,-0.465633511,0.235,0.986,0.000504821
E130308A19Rik,1.65E-08,-0.436859327,0.118,0.792,0.000512577
Fut11,1.68E-08,-0.348754033,0.088,0.764,0.000520602
Erlin2,1.70E-08,-0.273796841,0.059,0.708,0.000527351
Nckap1,1.70E-08,-0.272181998,0.059,0.708,0.000527351
Slc4a1ap,1.73E-08,-0.404006486,0.118,0.819,0.0005387
Cab39,1.92E-08,-0.396278586,0.235,0.972,0.000596211
Larp4,1.93E-08,-0.463843947,0.265,0.944,0.000599585
Man1a2,1.96E-08,-0.385659899,0.029,0.667,0.00060709
Ccdc186,2.06E-08,-0.549971296,0.294,0.958,0.000640033
Phf20l1,2.07E-08,-0.355340499,0.147,0.889,0.000641821
Pdhx,2.12E-08,-0.391692635,0.118,0.806,0.000658593
Numa1,2.12E-08,-0.344264715,0.118,0.806,0.000658593
Spag9,2.14E-08,-0.268473724,0.088,0.778,0.000665389
Necap1,2.15E-08,-0.306436357,0.088,0.764,0.000666358
Gpatch8,2.17E-08,-0.370766723,0.118,0.861,0.000674686
Morc3,2.22E-08,-0.335903406,0.088,0.792,0.000688955
Lypla1,2.23E-08,-0.305591432,0.059,0.681,0.000691765
Dtnb,2.29E-08,-0.398633756,0.118,0.792,0.00071011
Cdc42bpa,2.52E-08,-0.365905575,0.147,0.875,0.000783526
Rad50,2.62E-08,-0.684410033,0.5,1,0.000814002
Fnip1,2.63E-08,-0.314684837,0.088,0.778,0.00081574
Shb,2.63E-08,-0.27687075,0.029,0.667,0.000816962
Snx9,2.63E-08,-0.267236988,0.029,0.667,0.000816962
Kat6b,2.66E-08,-0.27933761,0,0.597,0.000825514
Ttc19,2.71E-08,-0.411241106,0.118,0.819,0.000840165
Cobll1,2.74E-08,-0.261020435,0.088,0.764,0.000851415
Etnk1,2.79E-08,-0.486738078,0.265,0.958,0.000866223
Gm26620,2.80E-08,-0.337278453,0.118,0.792,0.000869206
Igf1r,2.84E-08,-0.477944177,0.176,0.917,0.000881561
Anapc1,2.90E-08,-0.340802442,0.059,0.694,0.000900588
Cpeb3,3.04E-08,-0.42718523,0.059,0.708,0.000945019
Dnttip1,3.04E-08,-0.421061746,0.206,0.931,0.000945486
Map3k5,3.16E-08,-0.421422384,0.088,0.722,0.000981959
Lpin2,3.22E-08,-0.279874063,0.088,0.778,0.000998844
Rabgap1,3.32E-08,-0.326798667,0.235,0.972,0.001032415
Zdhhc21,3.36E-08,-0.253467481,0.029,0.653,0.00104254
Cdk8,3.36E-08,-0.359158579,0.088,0.764,0.001042917
Phip,3.42E-08,-0.35074364,0.206,0.958,0.001063163
Ice1,3.45E-08,-0.30041662,0.059,0.722,0.001070287
Pacs1,3.49E-08,-0.331777058,0.118,0.764,0.001082749
Trappc10,3.64E-08,-0.275112276,0.088,0.764,0.001130691
Ctcf,3.74E-08,-0.432476026,0.294,0.944,0.001159975
Clock,3.74E-08,-0.378158125,0.147,0.889,0.001162407
Noc2l,3.79E-08,-0.320139074,0.147,0.819,0.001175611
Ext1,3.81E-08,-0.317570015,0.029,0.653,0.001182729
Esyt2,3.97E-08,-0.323934501,0.029,0.653,0.001233397
Ralgapa1,4.14E-08,-0.265346228,0.029,0.653,0.001286168
Shmt2,4.17E-08,-0.263055536,0.029,0.625,0.001296459
Epb41,4.20E-08,-0.314681267,0.118,0.819,0.001302785
Trp63,4.23E-08,-0.311828537,0.059,0.708,0.001312987
Fbxl14,4.32E-08,-0.263925329,0.029,0.653,0.001341125
Fnip2,4.36E-08,-0.269316257,0.029,0.625,0.001352444
Cabin1,4.37E-08,-0.35655225,0.176,0.917,0.001355688
Asxl1,4.38E-08,-0.469483366,0.147,0.861,0.001358813
Bmpr2,4.38E-08,-0.30001461,0.059,0.694,0.00136089
Camsap1,4.45E-08,-0.278114135,0.088,0.75,0.001381595
Otud7b,4.80E-08,-0.294057489,0.088,0.736,0.001489684
Gigyf1,5.04E-08,-0.327768645,0.029,0.639,0.001564633
Sec31a,5.19E-08,-0.359944742,0.147,0.819,0.001611897
Brd1,5.20E-08,-0.275708995,0.088,0.736,0.001614522
Aebp2,5.20E-08,-0.28145337,0.088,0.778,0.001615872
Usp19,5.29E-08,-0.394881744,0.176,0.889,0.001643747
Tcerg1,5.34E-08,-0.491162821,0.324,0.986,0.001657799
Setd2,5.43E-08,-0.377123029,0.176,0.861,0.001687058
Agl,5.48E-08,-0.2539814,0.029,0.639,0.001700993
Cep192,5.51E-08,-0.274815332,0.176,0.917,0.001710367
Zfp329,5.62E-08,-0.256610337,0.059,0.708,0.001746094
Usp36,5.63E-08,-0.296592917,0.088,0.736,0.001749473
Rif1,5.78E-08,-0.655341648,0.382,0.972,0.001793424
Aftph,5.89E-08,-0.257967163,0.088,0.764,0.001828594
Sf3b3,5.93E-08,-0.493834301,0.324,0.931,0.001840857
Tanc1,5.97E-08,-0.35268626,0.118,0.792,0.001853437
Mtus1,5.97E-08,-0.337732996,0.176,0.875,0.001855412
Ubn2,6.36E-08,-0.357991759,0.206,0.931,0.001974256
Senp5,6.38E-08,-0.261876927,0.088,0.75,0.001980623
Map3k4,6.69E-08,-0.353556925,0.147,0.847,0.002076851
Prpf4,7.03E-08,-0.298642316,0.029,0.639,0.002182794
Chd6,7.25E-08,-0.376858731,0.235,0.944,0.002252519
Ganab,7.27E-08,-0.330987238,0.118,0.819,0.002257938
Zcchc2,7.51E-08,-0.403581519,0.118,0.778,0.002330883
Taf3,7.53E-08,-0.272028456,0.147,0.889,0.002338253
Zfp91,7.53E-08,-0.593014731,0.353,0.986,0.00233888
Soat1,7.69E-08,-0.270844464,0,0.569,0.002387211
Ctdspl2,7.90E-08,-0.283755096,0.059,0.667,0.002452067
Spen,7.90E-08,-0.468233782,0.088,0.708,0.00245397
Mdn1,8.56E-08,-0.469828839,0.176,0.889,0.002659181
Cyth3,8.83E-08,-0.353783636,0.118,0.819,0.002741752
Herc1,8.99E-08,-0.555230782,0.265,0.986,0.002791508
Cox10,9.02E-08,-0.350261069,0.088,0.722,0.002799521
Sertad2,9.04E-08,-0.333953635,0.147,0.833,0.002808729
Eid1,9.11E-08,-0.308887027,0.147,0.847,0.002828072
Iqca,9.13E-08,-0.379512358,0.118,0.778,0.002834452
Fam46c,9.42E-08,-0.290523483,0.029,0.611,0.002924208
Usf2,9.54E-08,-0.291936546,0.118,0.792,0.002963346
Stat3,9.60E-08,-0.548466053,0.353,0.972,0.002981329
Fam193a,9.67E-08,-0.379869897,0.147,0.819,0.003002806
Med1,9.83E-08,-0.372152557,0.147,0.847,0.003053568
Eif4enif1,9.85E-08,-0.350759073,0.235,0.931,0.003057741
Dmxl2,1.02E-07,-0.376308026,0.088,0.722,0.003152366
Rnf216,1.03E-07,-0.520991612,0.353,0.972,0.00321333
Ubtf,1.06E-07,-0.393279458,0.235,0.931,0.003297176
Mtf2,1.07E-07,-0.274678346,0.147,0.875,0.003307381
Bod1,1.07E-07,-0.333617982,0.206,0.903,0.003337013
Grid2,1.10E-07,-0.469584978,0.147,0.833,0.003402902
Fbxo3,1.10E-07,-0.313843927,0.088,0.722,0.003411117
Rbbp6,1.11E-07,-0.490714659,0.294,0.972,0.003431481
Fam91a1,1.12E-07,-0.409833449,0.206,0.903,0.00346519
Zfp131,1.12E-07,-0.555507869,0.294,0.958,0.003470367
Fam208a,1.15E-07,-0.383426096,0.176,0.875,0.003557666
Wwp2,1.15E-07,-0.351173915,0.206,0.861,0.003557666
Kit,1.15E-07,-0.552437645,0.412,1,0.003584018
Ylpm1,1.17E-07,-0.320134887,0.206,0.889,0.003640425
Sc5d,1.18E-07,-0.277629364,0.029,0.625,0.003670214
Uhrf2,1.18E-07,-0.266160616,0.029,0.625,0.003670214
Hilpda,1.22E-07,-0.338124508,0.088,0.708,0.003797015
Ccsap,1.23E-07,-0.268832231,0.029,0.625,0.003823508
Ranbp2,1.24E-07,-0.312055432,0.147,0.875,0.003849793
Scaper,1.27E-07,-0.544091564,0.324,0.972,0.003931343
Rrbp1,1.27E-07,-0.620895306,0.5,1,0.003934462
Snx27,1.28E-07,-0.310612943,0.118,0.764,0.003983772
Zeb1,1.29E-07,-0.277842242,0,0.556,0.004003897
Kdm5a,1.36E-07,-0.329040361,0.235,0.972,0.004221503
Atp23,1.42E-07,-0.312116625,0.176,0.861,0.00439421
Elf1,1.44E-07,-0.336660815,0.088,0.681,0.004464498
Btbd7,1.45E-07,-0.289578936,0.088,0.736,0.004513699
Rptor,1.54E-07,-0.295257227,0.059,0.653,0.004783042
Appl1,1.54E-07,-0.372301425,0.206,0.917,0.00478861
Trpm7,1.58E-07,-0.493729675,0.206,0.889,0.004916347
Cnpy1,1.59E-07,-0.47153233,0.147,0.819,0.004933723
Camk2g,1.69E-07,-0.360746843,0.118,0.778,0.005256034
Aplp2,1.71E-07,-0.569249918,0.382,0.958,0.005303882
Map4k4,1.74E-07,-0.506114203,0.412,0.972,0.005409158
Kcmf1,1.79E-07,-0.355112562,0.206,0.917,0.005556539
Suv39h2,1.88E-07,-0.31879373,0.206,0.833,0.005828812
Scaf8,1.89E-07,-0.26186405,0.029,0.611,0.005872306
Crebbp,1.90E-07,-0.45813541,0.294,0.986,0.005903606
Plekha8,1.91E-07,-0.256364887,0.265,0.944,0.005935371
Gja4,1.96E-07,-0.362172849,0.059,0.653,0.006073457
Osbpl11,1.97E-07,-0.25352231,0.029,0.611,0.006115133
Cep162,1.97E-07,-0.253743156,0.088,0.722,0.006124594
Sec63,1.98E-07,-0.268624316,0.088,0.736,0.00615149
Ankrd11,2.02E-07,-0.554905139,0.353,1,0.00626332
Ssbp3,2.08E-07,-0.409984903,0.265,0.917,0.006445442
Ncapg,2.08E-07,-0.335381809,0.235,0.931,0.006445442
Luzp1,2.10E-07,-0.309955763,0.176,0.847,0.006520164
Gls,2.11E-07,-0.259431063,0.029,0.583,0.006549876
Chpt1,2.17E-07,-0.398520949,0.088,0.694,0.006730224
Setdb1,2.21E-07,-0.342026132,0.147,0.806,0.006847728
Sh2b3,2.22E-07,-0.251419313,0.118,0.792,0.006880257
Dopey2,2.23E-07,-0.265715219,0.059,0.667,0.006931301
Clip4,2.27E-07,-0.382941959,0.118,0.722,0.007036676
Nsd1,2.27E-07,-0.36196927,0.265,0.986,0.007055543
Brcc3,2.29E-07,-0.254742547,0.059,0.653,0.007114325
Lsm14b,2.30E-07,-0.573649098,0.588,1,0.007127137
Gon4l,2.30E-07,-0.292552135,0.176,0.833,0.007145013
Ddx50,2.32E-07,-0.458167485,0.235,0.931,0.00719694
Arcn1,2.32E-07,-0.313122778,0.235,0.931,0.00719694
Ccni,2.43E-07,-0.488285459,0.324,0.944,0.007539469
Rnf11,2.45E-07,-0.27683913,0.235,0.972,0.007613911
Ehmt1,2.53E-07,-0.377441278,0.176,0.847,0.007852058
Tor1aip1,2.58E-07,-0.258394101,0.059,0.653,0.008006031
Csad,2.58E-07,-0.280262378,0.088,0.722,0.008017213
Zfp787,2.60E-07,-0.481182179,0.353,0.972,0.008075764
Zfp638,2.62E-07,-0.267311859,0.147,0.847,0.008137779
Nktr,2.65E-07,-0.626760556,0.471,1,0.008241544
Trim24,2.69E-07,-0.377907429,0.265,0.958,0.00834018
Xrn1,2.72E-07,-0.288247276,0.176,0.847,0.008455347
Mcm3ap,2.75E-07,-0.2647875,0.118,0.764,0.008550143
C87436,2.77E-07,-0.309972055,0.088,0.708,0.008590181
Hook3,2.77E-07,-0.258627698,0.176,0.861,0.008597875
Lpcat1,2.83E-07,-0.36067036,0.206,0.903,0.008776574
Scaf11,2.86E-07,-0.44141557,0.559,0.986,0.008875756
Slk,2.88E-07,-0.310246795,0.235,0.944,0.008929023
Pcgf3,2.88E-07,-0.250387702,0.029,0.597,0.008952578
Nol8,2.89E-07,-0.431458791,0.265,0.917,0.008961987
Cacul1,3.00E-07,-0.299788476,0.029,0.597,0.009319632
Abl2,3.01E-07,-0.320405118,0.088,0.722,0.009340551
Rnf166,3.01E-07,-0.278817409,0.059,0.625,0.009359115
Cit,3.12E-07,-0.302372775,0.029,0.597,0.009701198
Ahctf1,3.22E-07,-0.295897471,0.118,0.778,0.009993466
Ubp1,3.22E-07,-0.301386431,0.147,0.778,0.010012578
Mia2,3.27E-07,-0.465474723,0.265,0.986,0.010143343
Eftud2,3.27E-07,-0.306470119,0.206,0.903,0.010156378
Rab14,3.31E-07,-0.524776421,0.647,0.986,0.010285497
Htatsf1,3.33E-07,-0.533311306,0.412,1,0.010345056
Nf1,3.33E-07,-0.397236442,0.176,0.833,0.010346128
Adipor1,3.35E-07,-0.361878176,0.206,0.875,0.010392122
Usp12,3.38E-07,-0.261276244,0.088,0.736,0.010494119
C2cd5,3.39E-07,-0.287407778,0.059,0.653,0.010526405
Mis18bp1,3.43E-07,-0.273319612,0.059,0.667,0.010644805
Pik3r1,3.47E-07,-0.250404038,0.059,0.639,0.010766606
Bnc2,3.53E-07,-0.262058335,0,0.528,0.010966258
Mark3,3.56E-07,-0.295495867,0.206,0.889,0.011063388
Itga6,3.64E-07,-0.317502195,0.118,0.708,0.011293302
Zfp644,3.66E-07,-0.490692479,0.324,0.986,0.01137819
Cep44,3.75E-07,-0.263684115,0.029,0.569,0.011638341
Pnpla6,3.80E-07,-0.332839212,0.147,0.792,0.011811247
Acbd3,3.82E-07,-0.39590762,0.265,0.944,0.011855747
Taf5,3.84E-07,-0.395987827,0.412,1,0.011938511
Nup50,3.86E-07,-0.266551477,0.118,0.722,0.011975068
Nr3c1,3.87E-07,-0.304685833,0.088,0.667,0.012019218
Cherp,3.88E-07,-0.282292207,0.147,0.778,0.012056853
Tnrc6c,3.93E-07,-0.398041131,0.294,0.944,0.012190445
Arid1a,4.08E-07,-0.349439637,0.265,0.903,0.012664594
Ppfibp2,4.20E-07,-0.360235016,0.324,0.958,0.013042861
Twistnb,4.22E-07,-0.406651826,0.294,0.944,0.013097039
Mfsd1,4.23E-07,-0.353967878,0.118,0.708,0.013133772
Igf2bp2,4.53E-07,-0.395671427,0.147,0.833,0.014076673
Rbpms,4.53E-07,-0.310637562,0.088,0.708,0.014081898
Fbxo28,4.65E-07,-0.25513074,0.118,0.764,0.014425223
Pacsin2,4.84E-07,-0.331210068,0.147,0.778,0.015044281
Zfc3h1,4.92E-07,-0.28023963,0.029,0.583,0.015268081
Bcar3,4.92E-07,-0.276375503,0.029,0.583,0.015268081
Ralbp1,4.92E-07,-0.494505025,0.647,1,0.015291136
Ube2h,4.93E-07,-0.292430367,0.206,0.889,0.015317928
AU022751,4.96E-07,-0.315916131,0.088,0.681,0.01540162
Ncor1,5.15E-07,-0.317708078,0.235,0.903,0.015990711
Atp6v1b2,5.21E-07,-0.401181082,0.265,0.931,0.01617399
Celf1,5.32E-07,-0.254840674,0.265,0.958,0.016515063
Zfand6,5.33E-07,-0.563954607,0.412,0.972,0.016537529
Vac14,5.36E-07,-0.272292621,0.147,0.806,0.016640402
Magt1,5.54E-07,-0.255615062,0.029,0.583,0.017195475
Clic4,5.60E-07,-0.302334461,0.029,0.569,0.017374379
Lrrc14,5.60E-07,-0.258461484,0.029,0.569,0.017374379
Snrnp70,5.60E-07,-0.451766039,0.324,0.972,0.017405043
Kansl3,5.74E-07,-0.296245975,0.059,0.639,0.017813868
Atxn7,5.85E-07,-0.269105184,0.088,0.694,0.018152042
Rbm44,5.85E-07,-0.256913015,0.059,0.625,0.018167233
Ttc3,6.03E-07,-0.535233134,0.382,0.986,0.018710861
Gle1,6.13E-07,-0.378912721,0.118,0.736,0.019022312
Ncbp3,6.13E-07,-0.282528917,0.118,0.736,0.019022312
Setd5,6.15E-07,-0.289549271,0.235,0.917,0.019108865
Gpbp1l1,6.24E-07,-0.407262087,0.294,0.944,0.019369356
Ap2b1,6.28E-07,-0.374447202,0.176,0.819,0.019508472
Atp2c1,6.37E-07,-0.316138837,0.147,0.764,0.019792785
Prrc2a,6.47E-07,-0.299864325,0.118,0.764,0.020089248
Ube2q2,6.62E-07,-0.472104997,0.353,0.931,0.020569586
Dnajc10,6.65E-07,-0.266947068,0.176,0.833,0.020636776
Nubp1,6.66E-07,-0.266404637,0.118,0.75,0.020694916
Wdr26,6.68E-07,-0.35893824,0.265,0.931,0.020732753
Csde1,6.72E-07,-0.437517675,0.618,1,0.020870361
Cspg5,6.83E-07,-0.403120546,0.235,0.889,0.021219403
Rcor3,7.37E-07,-0.25663449,0.088,0.708,0.022889192
Cand1,7.61E-07,-0.321108028,0.206,0.917,0.02363821
Krcc1,7.78E-07,-0.290993569,0.147,0.778,0.0241599
Phf13,7.84E-07,-0.349769839,0.412,0.972,0.024333225
Zfp385b,8.36E-07,-0.251595298,0.029,0.556,0.025959696
Cbx4,8.57E-07,-0.301963663,0.088,0.667,0.026604719
Itpr1,8.60E-07,-0.471585454,0.265,0.903,0.026719987
Tuba3a,9.05E-07,-0.321890389,0.029,0.542,0.02810504
Ppp6r1,9.06E-07,-0.276221023,0.059,0.611,0.028135375
Bbx,9.19E-07,-0.533745791,0.618,1,0.028529953
Rasd2,9.89E-07,-0.356987888,0.206,0.861,0.030706125
Smc3,9.99E-07,-0.532926941,0.353,1,0.031025134
Ski,1.02E-06,-0.288403613,0.176,0.792,0.031811161
Tdrd1,1.03E-06,-0.412660941,0.412,1,0.031899878
Mybl2,1.04E-06,-0.332655093,0.176,0.819,0.032165769
Smad4,1.04E-06,-0.292437187,0.176,0.819,0.032165769
