,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Tanc2,4.81E-13,-0.469644895,0.111,0.665,1.49E-08
Rev1,5.06E-13,-0.425333417,0.097,0.632,1.57E-08
Kdm2a,5.86E-13,-0.489974252,0.069,0.592,1.82E-08
Chd6,6.13E-13,-0.456983844,0.139,0.713,1.90E-08
Chd7,7.84E-13,-0.476918737,0.028,0.522,2.43E-08
Ybx2,8.56E-13,-0.575403062,0.167,0.706,2.66E-08
Tnrc6b,1.08E-12,-0.441256661,0.111,0.658,3.34E-08
Zmym4,1.13E-12,-0.412866634,0.056,0.581,3.52E-08
Cenpv,1.16E-12,-0.437298141,0.056,0.57,3.61E-08
Nfat5,1.24E-12,-0.383826419,0.056,0.577,3.86E-08
Med13l,1.30E-12,-0.464427923,0.056,0.57,4.05E-08
Nisch,1.75E-12,-0.488497711,0.181,0.717,5.45E-08
Olfr678,1.93E-12,-0.569481226,0,0.467,5.98E-08
Prrc2a,2.27E-12,-0.514926273,0.125,0.662,7.05E-08
Sfpq,2.45E-12,-0.459837752,0.222,0.812,7.60E-08
Tnrc6c,2.74E-12,-0.533128118,0.181,0.728,8.51E-08
Pds5a,2.77E-12,-0.410644586,0.056,0.562,8.61E-08
Mark3,2.90E-12,-0.543198447,0.194,0.732,9.02E-08
Auts2,3.11E-12,-0.408590903,0.139,0.684,9.64E-08
Strn3,3.33E-12,-0.350490133,0.111,0.632,1.04E-07
Usp53,3.37E-12,-0.426857706,0,0.46,1.05E-07
Rrbp1,3.51E-12,-0.431743601,0.528,0.971,1.09E-07
Topbp1,3.62E-12,-0.516234147,0.278,0.827,1.12E-07
Chd8,3.93E-12,-0.446168215,0.139,0.684,1.22E-07
Cd27,4.44E-12,-0.442320638,0,0.456,1.38E-07
Gm26699,5.75E-12,-0.379395374,0.028,0.507,1.79E-07
Ddx50,6.39E-12,-0.511789279,0.292,0.849,1.98E-07
Gatad2b,6.79E-12,-0.413641705,0.083,0.592,2.11E-07
Nsd1,7.38E-12,-0.455671877,0.153,0.695,2.29E-07
Timm9,7.38E-12,-0.406967299,0.111,0.643,2.29E-07
Phf20l1,8.57E-12,-0.44303707,0.194,0.761,2.66E-07
Arid1a,8.92E-12,-0.37471448,0.278,0.853,2.77E-07
Bptf,1.03E-11,-0.544344375,0.389,0.886,3.20E-07
Usp7,1.08E-11,-0.441608238,0.056,0.548,3.34E-07
Srsf10,1.08E-11,-0.47165615,0.347,0.879,3.35E-07
Atxn2,1.19E-11,-0.355338435,0.097,0.618,3.69E-07
Scml2,1.19E-11,-0.436179152,0.139,0.68,3.69E-07
Rbm26,1.23E-11,-0.465229798,0.222,0.768,3.82E-07
Krit1,1.25E-11,-0.480518731,0.25,0.805,3.87E-07
Cep44,1.26E-11,-0.443612104,0.042,0.526,3.92E-07
Setd5,1.34E-11,-0.408186074,0.181,0.732,4.17E-07
Tcf20,1.36E-11,-0.40888303,0.042,0.511,4.24E-07
Gls,1.37E-11,-0.451626084,0.083,0.574,4.26E-07
Mpp6,1.38E-11,-0.345241068,0.194,0.754,4.28E-07
Celf1,1.38E-11,-0.479165963,0.194,0.732,4.28E-07
Cspp1,1.38E-11,-0.476578063,0.125,0.647,4.28E-07
Gpatch8,1.41E-11,-0.454606967,0.111,0.625,4.39E-07
Pan3,1.52E-11,-0.393724802,0.111,0.632,4.73E-07
Sde2,1.56E-11,-0.393220688,0.194,0.732,4.84E-07
Fam135a,1.60E-11,-0.420364403,0.097,0.607,4.96E-07
Zzef1,1.69E-11,-0.40389779,0.042,0.522,5.23E-07
Kansl1,1.71E-11,-0.386402171,0.069,0.562,5.30E-07
Spag9,1.87E-11,-0.371874819,0.028,0.496,5.81E-07
2410089E03Rik,1.94E-11,-0.50999235,0.208,0.724,6.02E-07
Prpf38b,2.03E-11,-0.254909238,0.194,0.732,6.30E-07
Tmcc1,2.18E-11,-0.4384129,0.014,0.463,6.78E-07
Mafg,2.31E-11,-0.442435556,0.056,0.529,7.17E-07
Actl6a,2.52E-11,-0.423657386,0.208,0.746,7.83E-07
Safb2,2.58E-11,-0.393236327,0.111,0.64,8.01E-07
R3hdm1,2.66E-11,-0.316959262,0.167,0.695,8.27E-07
Kif5b,2.75E-11,-0.46810787,0.208,0.721,8.53E-07
Id2,2.94E-11,-0.482888345,0.319,0.827,9.13E-07
Wac,2.99E-11,-0.424674716,0.208,0.757,9.27E-07
Brd4,2.99E-11,-0.471592966,0.208,0.743,9.29E-07
4932435O22Rik,3.02E-11,-0.536546389,0.014,0.456,9.36E-07
Zbtb20,3.29E-11,-0.483172918,0.056,0.522,1.02E-06
Gapvd1,3.40E-11,-0.483767542,0.236,0.772,1.06E-06
Noc2l,3.62E-11,-0.383185369,0.014,0.449,1.12E-06
Smc1a,3.91E-11,-0.420684167,0.194,0.688,1.22E-06
Rabgap1,3.98E-11,-0.425351458,0.056,0.537,1.24E-06
Slk,4.20E-11,-0.271416675,0.056,0.533,1.30E-06
Scaf11,4.39E-11,-0.47249007,0.333,0.816,1.36E-06
Asxl2,4.49E-11,-0.416718007,0.042,0.504,1.40E-06
Mark2,4.52E-11,-0.386564861,0.111,0.621,1.40E-06
Cenpe,4.62E-11,-0.399865234,0.222,0.794,1.43E-06
Mia3,4.95E-11,-0.339863938,0.153,0.691,1.54E-06
Bclaf1,5.01E-11,-0.498797448,0.333,0.842,1.56E-06
Zfp280d,5.07E-11,-0.436451402,0.042,0.5,1.57E-06
Dnajc1,5.40E-11,-0.419208253,0.222,0.739,1.68E-06
Dnttip2,5.42E-11,-0.456043025,0.375,0.901,1.68E-06
Sec63,5.47E-11,-0.419444394,0.056,0.511,1.70E-06
Phf20,5.47E-11,-0.425926837,0.167,0.676,1.70E-06
Bod1l,6.14E-11,-0.365059411,0.208,0.735,1.91E-06
Csnk1g1,6.53E-11,-0.393252128,0,0.419,2.03E-06
Sf3b3,6.55E-11,-0.427605433,0.208,0.743,2.03E-06
Caprin2,6.84E-11,-0.467500149,0.472,0.952,2.12E-06
Uhrf2,7.06E-11,-0.456688305,0.139,0.651,2.19E-06
Ddhd2,7.35E-11,-0.427126648,0.208,0.728,2.28E-06
Tnrc6a,7.79E-11,-0.381763723,0.5,0.915,2.42E-06
Ube2q1,7.97E-11,-0.336797221,0.167,0.71,2.48E-06
Slc20a1,8.55E-11,-0.495944312,0.083,0.562,2.66E-06
Sipa1l1,8.98E-11,-0.358165067,0.097,0.574,2.79E-06
Baz2a,9.10E-11,-0.348837427,0.167,0.673,2.82E-06
Mkln1,9.41E-11,-0.407711591,0.153,0.688,2.92E-06
Dnajb4,1.14E-10,-0.388510031,0.097,0.57,3.54E-06
Atf7ip,1.18E-10,-0.400456497,0.083,0.566,3.67E-06
7-Mar,1.19E-10,-0.431252192,0.222,0.724,3.69E-06
Ctcf,1.24E-10,-0.31723825,0.167,0.706,3.85E-06
Nsd3,1.30E-10,-0.305619976,0.069,0.537,4.02E-06
Rock2,1.38E-10,-0.352489526,0.125,0.625,4.28E-06
Nfyb,1.41E-10,-0.359105174,0.042,0.489,4.39E-06
Ewsr1,1.48E-10,-0.427623617,0.222,0.754,4.60E-06
4930447C04Rik,1.55E-10,-0.542023162,0.778,0.993,4.80E-06
Zfp292,1.60E-10,-0.431183737,0.125,0.61,4.97E-06
Tgoln1,1.63E-10,-0.438237295,0.181,0.665,5.05E-06
Ep400,1.65E-10,-0.402463424,0.208,0.735,5.11E-06
Ylpm1,1.68E-10,-0.389503742,0.153,0.665,5.21E-06
Rbbp6,1.69E-10,-0.409948825,0.167,0.673,5.26E-06
Ankrd12,1.70E-10,-0.402934712,0.236,0.739,5.27E-06
Jade1,1.73E-10,-0.3957573,0.056,0.515,5.38E-06
Lpin2,1.80E-10,-0.404940326,0.097,0.562,5.59E-06
Tet3,2.07E-10,-0.276476086,0.056,0.522,6.43E-06
Asxl1,2.14E-10,-0.395053584,0.208,0.757,6.63E-06
Epb41,2.14E-10,-0.411776849,0.042,0.471,6.65E-06
Nol11,2.24E-10,-0.357626792,0.069,0.515,6.97E-06
Trim44,2.29E-10,-0.462095671,0.167,0.658,7.11E-06
Hjurp,2.33E-10,-0.34457477,0.139,0.625,7.24E-06
Chd3,2.62E-10,-0.408514289,0.056,0.496,8.14E-06
E130308A19Rik,2.67E-10,-0.381408835,0.069,0.522,8.30E-06
Ints6,2.95E-10,-0.481088606,0.5,0.923,9.16E-06
Gon4l,3.03E-10,-0.345003769,0.153,0.662,9.41E-06
Tra2b,3.07E-10,-0.530953366,0.444,0.912,9.53E-06
Phka2,3.21E-10,-0.34840908,0.139,0.621,9.97E-06
Adgrl1,3.21E-10,-0.338241517,0.083,0.533,9.98E-06
Adipor1,3.71E-10,-0.332606508,0.097,0.559,1.15E-05
Map4k4,3.78E-10,-0.353387281,0.167,0.673,1.17E-05
Zfp612,3.88E-10,-0.382165127,0.139,0.643,1.20E-05
Tinf2,3.98E-10,-0.371381155,0.083,0.548,1.24E-05
Eml4,4.00E-10,-0.40230904,0.194,0.735,1.24E-05
Mtf2,4.51E-10,-0.304828058,0.208,0.706,1.40E-05
Ubr3,4.90E-10,-0.331624428,0.083,0.555,1.52E-05
Zcchc6,5.15E-10,-0.271140602,0.056,0.504,1.60E-05
Rnf17,5.33E-10,-0.350615382,0.264,0.761,1.66E-05
Cdkn2aip,5.37E-10,-0.36034948,0.097,0.559,1.67E-05
Stag1,5.45E-10,-0.349457437,0.139,0.632,1.69E-05
Pum2,5.88E-10,-0.344564478,0.167,0.676,1.83E-05
Pou4f1,5.93E-10,-0.37989837,0.069,0.518,1.84E-05
Ptp4a2,6.04E-10,-0.394839333,0.167,0.632,1.87E-05
Herc2,6.10E-10,-0.251589763,0.153,0.629,1.89E-05
Clcn3,6.25E-10,-0.422185215,0.083,0.515,1.94E-05
Scmh1,6.36E-10,-0.314238558,0.042,0.463,1.97E-05
Foxo1,6.59E-10,-0.392335217,0.139,0.607,2.05E-05
Akap11,6.98E-10,-0.446716135,0.292,0.798,2.17E-05
Ssbp3,7.00E-10,-0.396889021,0.208,0.699,2.17E-05
Wwc2,7.13E-10,-0.371940996,0.056,0.485,2.22E-05
Tdrd9,7.38E-10,-0.451106186,0.208,0.688,2.29E-05
Taf1d,8.27E-10,-0.45659442,0.514,0.938,2.57E-05
Chd1,8.36E-10,-0.257551221,0.097,0.555,2.60E-05
Tfdp2,8.37E-10,-0.377737312,0.028,0.434,2.60E-05
Gm44601,8.55E-10,-0.456640062,0.194,0.676,2.66E-05
Casc3,8.77E-10,-0.301599775,0.028,0.441,2.72E-05
Srpk2,8.86E-10,-0.409264562,0.264,0.779,2.75E-05
Phf14,8.97E-10,-0.381122791,0.278,0.798,2.79E-05
Otud7b,9.41E-10,-0.373496515,0.028,0.43,2.92E-05
Trim41,9.57E-10,-0.370180342,0.097,0.54,2.97E-05
Rbm25,9.78E-10,-0.429813298,0.472,0.938,3.04E-05
Nfkbia,9.97E-10,-0.322709426,0.056,0.478,3.10E-05
Atf2,1.05E-09,-0.405921254,0.153,0.636,3.26E-05
Ssbp2,1.10E-09,-0.415803417,0.292,0.768,3.41E-05
Chuk,1.10E-09,-0.256183608,0.069,0.515,3.41E-05
Taf5,1.11E-09,-0.355398314,0.236,0.776,3.45E-05
Wdr43,1.14E-09,-0.399826865,0.25,0.779,3.54E-05
Zfhx3,1.20E-09,-0.397706285,0.014,0.404,3.74E-05
Taf10,1.22E-09,-0.460579642,0.333,0.849,3.80E-05
Bdp1,1.23E-09,-0.321832407,0.069,0.511,3.82E-05
Rspry1,1.24E-09,-0.317824802,0.111,0.57,3.85E-05
Sdad1,1.27E-09,-0.272174345,0.181,0.676,3.93E-05
Smad2,1.34E-09,-0.382144136,0.083,0.515,4.16E-05
Arhgef12,1.36E-09,-0.318025655,0,0.375,4.22E-05
Rere,1.36E-09,-0.29982822,0.139,0.625,4.24E-05
Rps6kb1,1.44E-09,-0.327944235,0.083,0.537,4.49E-05
Rbm39,1.47E-09,-0.470303969,0.667,0.996,4.57E-05
Fubp1,1.53E-09,-0.391468116,0.486,0.915,4.75E-05
Cab39,1.53E-09,-0.322884232,0.125,0.599,4.76E-05
Pias4,1.63E-09,-0.418606462,0.194,0.658,5.07E-05
Tex19.1,1.68E-09,-0.471131223,0.25,0.743,5.22E-05
Kidins220,1.69E-09,-0.284150569,0.042,0.449,5.24E-05
4932438A13Rik,1.69E-09,-0.450459663,0.389,0.882,5.25E-05
Hnrnpd,1.73E-09,-0.415604863,0.194,0.673,5.36E-05
Mycbp2,1.77E-09,-0.473147371,0.403,0.901,5.51E-05
Brca2,1.80E-09,-0.464818728,0.222,0.699,5.58E-05
Zfp148,1.82E-09,-0.297753662,0.111,0.559,5.65E-05
Cog5,1.90E-09,-0.352137601,0.014,0.397,5.91E-05
Nr6a1,1.95E-09,-0.32798037,0.042,0.449,6.05E-05
Mon2,1.99E-09,-0.319158505,0.083,0.529,6.18E-05
Dnttip1,2.11E-09,-0.318129059,0.153,0.64,6.54E-05
Srsf2,2.14E-09,-0.516789064,0.639,0.963,6.66E-05
Sin3a,2.15E-09,-0.353283584,0.097,0.54,6.67E-05
Atrn,2.19E-09,-0.378466513,0.042,0.456,6.79E-05
Bbx,2.20E-09,-0.374388152,0.306,0.812,6.84E-05
Gm47802,2.21E-09,-0.389975759,0,0.368,6.86E-05
Pdcd6ip,2.48E-09,-0.325150934,0.194,0.669,7.69E-05
Eif4enif1,2.59E-09,-0.377154514,0.194,0.688,8.04E-05
Pdcd11,2.60E-09,-0.403198322,0.139,0.581,8.07E-05
Nagk,2.82E-09,-0.294434287,0.069,0.493,8.77E-05
Trip11,2.83E-09,-0.333130368,0.028,0.419,8.77E-05
Rnf19b,2.91E-09,-0.338830492,0.083,0.518,9.04E-05
Zfp704,2.94E-09,-0.291854913,0.069,0.504,9.13E-05
Cdc37l1,3.00E-09,-0.257332523,0.125,0.603,9.32E-05
Psmd11,3.40E-09,-0.332894095,0.278,0.812,0.000105546
Mllt10,3.49E-09,-0.409066365,0.319,0.805,0.000108387
Luzp1,3.56E-09,-0.352748506,0.208,0.688,0.000110625
Calm1,3.63E-09,-0.44362104,0.75,0.974,0.000112673
Cdip1,3.67E-09,-0.330026684,0.056,0.463,0.000114014
Dnajc5,3.69E-09,-0.332798923,0.111,0.551,0.000114559
Xiap,3.83E-09,-0.382318483,0.111,0.559,0.000118801
Tmem245,3.85E-09,-0.364074019,0.083,0.518,0.000119427
Mprip,3.88E-09,-0.392550361,0.194,0.68,0.00012034
Cpsf1,3.91E-09,-0.280844523,0.083,0.522,0.000121549
Ireb2,3.95E-09,-0.382646109,0.097,0.515,0.000122675
Ncoa6,4.39E-09,-0.283329176,0.028,0.415,0.000136359
Gatad1,4.51E-09,-0.25342114,0.181,0.665,0.00014004
Csde1,4.60E-09,-0.375356555,0.5,0.934,0.000142697
Ciapin1,4.69E-09,-0.301433342,0.097,0.54,0.000145768
Chka,4.75E-09,-0.385677443,0.028,0.404,0.000147388
Malt1,4.82E-09,-0.280203635,0.014,0.386,0.000149549
Ccdc88c,4.84E-09,-0.317975268,0.111,0.562,0.0001503
Agl,4.90E-09,-0.318380975,0.083,0.5,0.000152107
Rnf216,5.05E-09,-0.356836987,0.25,0.761,0.000156817
Ggnbp2,5.10E-09,-0.356030281,0.333,0.857,0.000158247
Nsd2,5.17E-09,-0.31778892,0.097,0.537,0.000160653
Kansl3,5.24E-09,-0.294104922,0.042,0.43,0.000162707
Dennd1b,5.54E-09,-0.323580155,0.083,0.511,0.000171982
Zzz3,5.69E-09,-0.362792894,0.097,0.526,0.0001766
Dtnb,5.77E-09,-0.334395851,0.069,0.478,0.000179232
Atp2a2,5.80E-09,-0.36843063,0.111,0.544,0.000180075
Dlg1,5.86E-09,-0.322091506,0.028,0.404,0.000182067
Mau2,5.95E-09,-0.293765628,0.097,0.529,0.000184781
Dgkh,6.12E-09,-0.316884592,0.069,0.482,0.000189965
Wdr45b,6.17E-09,-0.312185098,0.208,0.669,0.000191675
Npepps,6.18E-09,-0.304788232,0.153,0.625,0.000191848
Fgfr1op2,6.19E-09,-0.348379352,0.306,0.809,0.000192276
Git2,6.25E-09,-0.291597234,0.069,0.471,0.000194226
Hnrnpr,6.35E-09,-0.42290033,0.444,0.882,0.000197222
Hdgfl3,6.45E-09,-0.389226987,0.25,0.732,0.00020043
4931406C07Rik,6.58E-09,-0.324553937,0.028,0.404,0.000204205
Zeb1,6.95E-09,-0.337647493,0.014,0.375,0.000215891
Pi4ka,7.20E-09,-0.305565491,0.083,0.493,0.000223687
Sympk,7.25E-09,-0.333353471,0.125,0.577,0.000225053
Golga4,7.42E-09,-0.332619571,0.389,0.879,0.000230486
Mia2,7.50E-09,-0.31242655,0.125,0.577,0.000232872
Arglu1,7.87E-09,-0.347284122,0.486,0.915,0.000244368
Larp4,8.35E-09,-0.321664674,0.153,0.618,0.000259322
Sbf2,8.50E-09,-0.268107179,0.069,0.478,0.000264039
Ncor1,8.63E-09,-0.253712393,0.167,0.603,0.000268023
Wrnip1,8.69E-09,-0.261875205,0.083,0.507,0.000269795
Leng8,8.89E-09,-0.315831375,0.028,0.401,0.000275933
Dot1l,9.22E-09,-0.260075255,0.056,0.46,0.000286324
Ppp1r10,9.38E-09,-0.318371027,0.194,0.647,0.000291149
Pip5k1a,9.60E-09,-0.324792878,0.042,0.419,0.000298104
Lnpk,9.77E-09,-0.331953868,0.194,0.64,0.00030342
Gabpb2,1.01E-08,-0.321565056,0.083,0.493,0.000313364
Vps13a,1.03E-08,-0.293351734,0.25,0.746,0.000318572
Srrm1,1.10E-08,-0.373105168,0.542,0.974,0.000340494
9930021J03Rik,1.10E-08,-0.312251892,0.319,0.779,0.000340797
Kmt5b,1.19E-08,-0.335594588,0.097,0.507,0.00036982
Kif3a,1.23E-08,-0.319783525,0.306,0.798,0.000381911
Nasp,1.24E-08,-0.335700891,0.5,0.941,0.000384355
Rsbn1l,1.26E-08,-0.272164612,0.236,0.699,0.000391353
Trim37,1.30E-08,-0.345161714,0.236,0.673,0.000404147
Cog7,1.31E-08,-0.281021185,0.083,0.496,0.000405547
Smc4,1.32E-08,-0.358240913,0.833,0.978,0.000409364
Kmt2b,1.35E-08,-0.361867526,0.139,0.562,0.000417989
Ube2r2,1.38E-08,-0.337980252,0.278,0.75,0.000428748
Golgb1,1.41E-08,-0.437499262,0.208,0.665,0.000438515
Fam193a,1.49E-08,-0.271104748,0.097,0.518,0.000462832
Tbcc,1.53E-08,-0.341947921,0.083,0.485,0.000474193
Fchsd2,1.62E-08,-0.321421414,0.083,0.489,0.000501677
Pkn2,1.64E-08,-0.356454681,0.264,0.724,0.000509832
Cic,1.66E-08,-0.337537998,0.125,0.548,0.00051559
Ube2q2,1.67E-08,-0.270148266,0.153,0.596,0.000519867
Stradb,1.71E-08,-0.303550277,0.097,0.507,0.000532093
Ubp1,1.71E-08,-0.323343528,0.014,0.36,0.000532115
Tmem87b,1.72E-08,-0.264710093,0.097,0.511,0.000533627
Upf3b,1.78E-08,-0.287592142,0.181,0.636,0.000553515
Actn4,1.79E-08,-0.279016728,0.139,0.581,0.000554903
Mapk8,1.80E-08,-0.293691012,0.111,0.537,0.000558294
Ube2j2,1.82E-08,-0.294199225,0.292,0.772,0.000566185
Larp1,1.86E-08,-0.337239907,0.083,0.489,0.000576717
Zmym6,1.87E-08,-0.310627614,0.014,0.364,0.000581118
Ncoa2,1.88E-08,-0.321136588,0.056,0.441,0.000583844
Pcbp2,1.91E-08,-0.386371437,0.792,0.996,0.000592118
Stim1,1.91E-08,-0.299444045,0.069,0.471,0.000593444
Myo5a,1.92E-08,-0.323427729,0.042,0.404,0.000596553
Htt,1.97E-08,-0.272927277,0.042,0.415,0.000611928
P4hb,1.99E-08,-0.347589658,0.181,0.629,0.000618821
Fam193b,2.00E-08,-0.298691844,0.014,0.36,0.00062106
Raph1,2.01E-08,-0.301358007,0.069,0.471,0.000625575
Ubn1,2.03E-08,-0.390561656,0.528,0.941,0.000630972
Rnpc3,2.04E-08,-0.326812616,0.083,0.485,0.000632409
Rbmxl2,2.14E-08,-0.330249344,0.111,0.529,0.000664429
Mdn1,2.19E-08,-0.429887526,0.264,0.735,0.000678742
Pabpn1,2.22E-08,-0.282040659,0.069,0.463,0.000689613
Rasa1,2.24E-08,-0.378670973,0.292,0.754,0.000694135
Chd4,2.24E-08,-0.422439165,0.444,0.893,0.000694631
Nol8,2.25E-08,-0.348054993,0.389,0.89,0.000697467
Taf3,2.35E-08,-0.406361561,0.167,0.588,0.000729313
Ints13,2.43E-08,-0.256972437,0.056,0.445,0.00075435
Stag3,2.44E-08,-0.305382029,0.111,0.544,0.000756833
Ttc19,2.51E-08,-0.289572515,0.056,0.43,0.000780848
Ptprf,2.54E-08,-0.260411392,0.111,0.537,0.000788852
Atxn7l3b,2.60E-08,-0.349386465,0.431,0.879,0.000807341
Arhgap39,2.70E-08,-0.300804109,0.028,0.375,0.000836968
Man1a2,2.73E-08,-0.347668387,0.111,0.526,0.000846473
Tgs1,2.75E-08,-0.334166803,0.111,0.518,0.000855307
Rsrp1,2.84E-08,-0.434521985,0.514,0.941,0.000881749
Ppp4r2,2.84E-08,-0.317313647,0.333,0.768,0.000883306
Kmt2e,3.04E-08,-0.256180476,0.222,0.684,0.000944003
Rrp15,3.14E-08,-0.276711957,0.222,0.71,0.000976214
Cherp,3.43E-08,-0.312369618,0.125,0.548,0.001066248
B230354K17Rik,3.49E-08,-0.266561418,0.111,0.54,0.001083399
Ankfy1,3.56E-08,-0.280622085,0.028,0.379,0.001105524
Ralgapa1,3.62E-08,-0.256635303,0.042,0.408,0.001123506
Isg20,3.68E-08,-0.350052489,0,0.324,0.001142128
Spen,3.68E-08,-0.309555512,0.083,0.46,0.001144121
Nkap,3.70E-08,-0.297223481,0.278,0.746,0.001149521
Drosha,3.77E-08,-0.259082303,0.167,0.629,0.001172062
Hp1bp3,3.82E-08,-0.329614156,0.056,0.43,0.001187236
Rab11fip2,3.83E-08,-0.407473061,0.25,0.691,0.001189032
Klhdc10,3.89E-08,-0.294624809,0.069,0.452,0.001209308
Rapgef6,3.90E-08,-0.291668337,0.194,0.629,0.001212017
Tiparp,3.97E-08,-0.32548933,0.153,0.57,0.00123286
Uspl1,3.98E-08,-0.334763822,0.069,0.445,0.00123565
Nbeal1,4.07E-08,-0.34390022,0.222,0.691,0.001264988
Haus3,4.11E-08,-0.302382954,0.153,0.596,0.001275499
Pitpna,4.11E-08,-0.29152405,0.056,0.423,0.001275557
Pogk,4.32E-08,-0.313470822,0.125,0.548,0.001342707
Luc7l3,4.40E-08,-0.323465881,0.556,0.938,0.001366636
Ilf3,4.41E-08,-0.305818572,0.208,0.636,0.001369078
Atp11a,4.55E-08,-0.286593497,0.056,0.434,0.001413762
Hnrnph3,4.62E-08,-0.327050305,0.236,0.691,0.001433514
Aftph,4.63E-08,-0.313378804,0.167,0.603,0.001437529
Ythdf1,4.66E-08,-0.252730051,0.139,0.577,0.001445636
Tex13b,4.81E-08,-0.403703793,0.056,0.415,0.001493371
Pogz,5.00E-08,-0.318449281,0.097,0.489,0.001552701
2610507B11Rik,5.08E-08,-0.293170517,0.056,0.419,0.001577114
Rnf114,5.23E-08,-0.256397144,0.222,0.695,0.001623009
Tsc1,5.43E-08,-0.308723397,0.069,0.449,0.001686104
Srsf7,5.73E-08,-0.320942998,0.319,0.816,0.001778048
Itch,5.81E-08,-0.323320347,0.153,0.57,0.001802813
Cecr2,6.00E-08,-0.291791195,0.208,0.68,0.001864488
Smyd4,6.08E-08,-0.29958366,0.042,0.401,0.001887707
Washc2,6.22E-08,-0.25938693,0.139,0.559,0.001930852
